instrument_type,symbol,scrip_name,scrip_code,isin,isin_reinvestment
Mutual Fund,,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN DAILY IDCW,,INF194KA12Q4,INF194KA13Q2
Mutual Fund,,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN GROWTH,,INF194KA10Q8,
Mutual Fund,,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN MONTHLY IDCW,,INF194KA15Q7,INF194KA16Q5
Mutual Fund,,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN PERIODIC IDCW,,INF194KA11R4,INF194KA12R2
Mutual Fund,,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN QUARTERLY IDCW,,INF194KA18Q1,INF194KA19Q9
Mutual Fund,,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN WEEKLY IDCW,,INF194KA14R8,INF194KA15R5
Mutual Fund,,BANDHAN US EQUITY FUND OF FUND - GROWTH - DIRECT PLAN,,INF194KB1CF2,
Mutual Fund,,BANDHAN US EQUITY FUND OF FUND - GROWTH - REGULAR PLAN,,INF194KB1CC9,
Mutual Fund,,BANDHAN US EQUITY FUND OF FUND - IDCW - DIRECT PLAN,,INF194KB1CG0,
Mutual Fund,,BANDHAN US EQUITY FUND OF FUND - IDCW - REGULAR PLAN,,INF194KB1CD7,
Mutual Fund,,BANK OF INDIA Arbitrage Fund Direct Plan Annual IDCW,,INF761K01EI2,INF761K01EJ0
Mutual Fund,,BANK OF INDIA Arbitrage Fund Direct Plan Growth,,INF761K01ED3,
Mutual Fund,,BANK OF INDIA Arbitrage Fund Direct Plan Monthly IDCW,,INF761K01EE1,INF761K01EF8
Mutual Fund,,BANK OF INDIA Arbitrage Fund Direct Plan Quarterly IDCW,,INF761K01EG6,INF761K01EH4
Mutual Fund,,BANK OF INDIA Arbitrage Fund Regular Growth,,INF761K01DW5,
Mutual Fund,,BANK OF INDIA Arbitrage Fund Regular Plan IDCW Annual IDCW,,INF761K01EB7,INF761K01EC5
Mutual Fund,,BANK OF INDIA Arbitrage Fund Regular Plan IDCW Monthly IDCW,,INF761K01DX3,INF761K01DY1
Mutual Fund,,BANK OF INDIA Arbitrage Fund Regular Plan IDCW Quarterly IDCW,,INF761K01DZ8,INF761K01EA9
Mutual Fund,,BANK OF INDIA BALANCED ADVANTAGE FUND DIRECT PLANGROWTH,,INF761K01BO6,
Mutual Fund,,BANK OF INDIA BALANCED ADVANTAGE FUND REGULAR PLANGROWTH,,INF761K01BR9,
Mutual Fund,,BANK OF INDIA BALANCED ADVANTAGE FUNDDIRECT PLAN IDCW,,INF761K01BM0,INF761K01BN8
Mutual Fund,,BANK OF INDIA BALANCED ADVANTAGE FUNDREGULAR PLAN IDCW,,INF761K01BP3,INF761K01BQ1
Mutual Fund,,BANK OF INDIA Bluechip Fund Direct Plan Growth,,INF761K01FL3,
Mutual Fund,,BANK OF INDIA Bluechip Fund Direct Plan IDCW,,INF761K01FK5,INF761K01FM1
Mutual Fund,,BANK OF INDIA Bluechip Fund Regular Plan Growth,,INF761K01FO7,
Mutual Fund,,BANK OF INDIA Bluechip Fund Regular Plan IDCW,,INF761K01FN9,INF761K01FP4
Mutual Fund,,BANK OF INDIA Conservative Hybrid Fund Fund-Direct Plan-Growth,,INF761K01819,
Mutual Fund,,BANK OF INDIA Conservative Hybrid Fund-Direct Plan-Annual IDCW,,INF761K01793,INF761K01801
Mutual Fund,,BANK OF INDIA Conservative Hybrid Fund-Direct Plan-Monthly IDCW,,INF761K01835,INF761K01827
Mutual Fund,,BANK OF INDIA Conservative Hybrid Fund-ECO Plan-Growth,,INF761K01397,
Mutual Fund,,BANK OF INDIA Conservative Hybrid Fund-ECO Plan-Monthly IDCW,,INF761K01413,INF761K01405
Mutual Fund,,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Annual IDCW,,INF761K01454,INF761K01447
Mutual Fund,,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Growth,,INF761K01462,
Mutual Fund,,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Monthly IDCW,,INF761K01488,INF761K01470
Mutual Fund,,BANK OF INDIA Conservative Hybrid Fund-Regular Plan-Quarterly IDCW,,INF761K01504,INF761K01496
Mutual Fund,,BANK OF INDIA Conservative HybridFund-Direct Plan-Quarterly IDCW,,INF761K01850,INF761K01843
Mutual Fund,,BANK OF INDIA Conservative HybridFund-ECO Plan-Quarterly IDCW,,INF761K01439,INF761K01421
Mutual Fund,,BANK OF INDIA Credit Risk Fund - Regular Plan,,INF761K01DH6,
Mutual Fund,,BANK OF INDIA Credit RiskFund - Direct Plan,,INF761K01DG8,
Mutual Fund,,BANK OF INDIA ELSS Tax Saver -Direct Plan- Growth,,INF761K01884,
Mutual Fund,,BANK OF INDIA ELSS Tax Saver -Direct Plan-IDCW,,INF761K01876,INF761K01868
Mutual Fund,,BANK OF INDIA ELSS Tax Saver -ECO Plan-Growth,,INF761K01157,
Mutual Fund,,BANK OF INDIA ELSS Tax Saver -ECO Plan-IDCW,,INF761K01132,INF761K01140
Mutual Fund,,BANK OF INDIA ELSS Tax Saver -Regular Plan- Growth,,INF761K01181,
Mutual Fund,,BANK OF INDIA ELSS Tax Saver -Regular Plan-IDCW,,INF761K01165,INF761K01173
Mutual Fund,,BANK OF INDIA Flexi Cap Fund Direct Plan -Growth,,INF761K01FF5,
Mutual Fund,,BANK OF INDIA Flexi Cap Fund Direct Plan -IDCW,,INF761K01FE8,INF761K01FG3
Mutual Fund,,BANK OF INDIA Flexi Cap Fund Regular Plan -Growth,,INF761K01FI9,
Mutual Fund,,BANK OF INDIA Flexi Cap Fund Regular Plan -IDCW,,INF761K01FH1,INF761K01FJ7
Mutual Fund,,BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan- Bonus,,INF761K01629,
Mutual Fund,,BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan-Growth,,INF761K01652,
Mutual Fund,,BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan-Regular IDCW,,INF761K01645,INF761K01637
Mutual Fund,,BANK OF INDIA Large & Mid Cap Equity Fund DirectPlan- Quarterly IDCW,,INF761K01678,INF761K01660
Mutual Fund,,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan- Growth,,INF761K01041,
Mutual Fund,,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Bonus,,INF761K01017,
Mutual Fund,,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Quarterly IDCW,,INF761K01058,INF761K01066
Mutual Fund,,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Regular IDCW,,INF761K01025,INF761K01033
Mutual Fund,,BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan- Growth,,INF761K01108,
Mutual Fund,,BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan- Regular IDCW,,INF761K01082,INF761K01090
Mutual Fund,,BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan-Bonus,,INF761K01074,
Mutual Fund,,BANK OF INDIA Large & Mid CapEquity Fund Regular Plan- Quarterly IDCW,,INF761K01116,INF761K01124
Mutual Fund,,BANK OF INDIA Liquid Fund- Direct Plan- Growth,,INF761K01785,
Mutual Fund,,BANK OF INDIA Liquid Fund- Regular Plan- Growth,,INF761K01306,
Mutual Fund,,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN GROWTH,,INF761K01DM6,
Mutual Fund,,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN IDCW,,INF761K01DN4,INF761K01DO2
Mutual Fund,,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - REGULARPLAN IDCW,,INF761K01DQ7,INF761K01DR5
Mutual Fund,,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - REGULARPLANGROWTH,,INF761K01DP9,
Mutual Fund,,BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Growth,,INF761K01702,
Mutual Fund,,BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Quarterly IDCW,,INF761K01728,INF761K01710
Mutual Fund,,BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Regular IDCW,,INF761K01694,INF761K01686
Mutual Fund,,BANK OF INDIA Manufacturing & Infrastructure Fund-Growth,,INF761K01199,
Mutual Fund,,BANK OF INDIA Manufacturing & Infrastructure Fund-Quarterly IDCW,,INF761K01231,INF761K01223
Mutual Fund,,BANK OF INDIA Manufacturing & Infrastructure Fund-Regular IDCW,,INF761K01215,INF761K01207
Mutual Fund,,BANK OF INDIA Mid Cap Tax Fund Series 1 Direct Plan Growth,,INF761K01DS3,
Mutual Fund,,BANK OF INDIA Mid Cap Tax Fund Series 1 Direct Plan IDCW,,INF761K01DT1,
Mutual Fund,,BANK OF INDIA Mid Cap Tax Fund Series 1 Regular Plan Growth,,INF761K01DU9,
Mutual Fund,,BANK OF INDIA Mid Cap Tax Fund Series 1 Regular Plan IDCW,,INF761K01DV7,
Mutual Fund,,BANK OF INDIA Midcap Tax Fund Series 2 Direct Plan Growth,,INF761K01EL6,
Mutual Fund,,BANK OF INDIA Midcap Tax Fund Series 2 Direct Plan IDCW,,INF761K01EK8,
Mutual Fund,,BANK OF INDIA Midcap Tax Fund Series 2 Regular Plan Growth,,INF761K01EN2,
Mutual Fund,,BANK OF INDIA Midcap Tax Fund Series 2 Regular Plan IDCW,,INF761K01EM4,
Mutual Fund,,BANK OF INDIA Overnight Fund Direct Plan Growth,,INF761K01EU7,
Mutual Fund,,BANK OF INDIA Overnight Fund Direct Plan- Monthly IDCW,,INF761K01EY9,INF761K01EX1
Mutual Fund,,BANK OF INDIA Overnight Fund Regular Plan Growth,,INF761K01EZ6,
Mutual Fund,,BANK OF INDIA Overnight Fund Regular Plan- Monthly IDCW,,INF761K01FD0,INF761K01FC2
Mutual Fund,,BANK OF INDIA Short Term Income Fund-Direct Plan- Growth,,INF761K01736,
Mutual Fund,,BANK OF INDIA Short Term Income Fund-Direct Plan- Monthly IDCW,,INF761K01751,INF761K01744
Mutual Fund,,BANK OF INDIA Short Term Income Fund-Direct Plan- Quarterly IDCW,,INF761K01777,INF761K01769
Mutual Fund,,BANK OF INDIA Short Term Income Fund-Regular Plan- Growth,,INF761K01579,
Mutual Fund,,BANK OF INDIA Short Term Income Fund-Regular Plan- Monthly IDCW,,INF761K01595,INF761K01587
Mutual Fund,,BANK OF INDIA Short Term Income Fund-Regular Plan- Quarterly IDCW,,INF761K01611,INF761K01603
Mutual Fund,,BANK OF INDIA Small Cap Fund Direct Plan Growth,,INF761K01EP7,
Mutual Fund,,BANK OF INDIA Small Cap Fund Direct Plan IDCW,,INF761K01EO0,INF761K01ES1
Mutual Fund,,BANK OF INDIA Small Cap Fund Regular Plan Growth,,INF761K01ER3,
Mutual Fund,,BANK OF INDIA Small Cap Fund Regular Plan IDCW,,INF761K01EQ5,INF761K01ET9
Mutual Fund,,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Growth,,INF761K01892,
Mutual Fund,,BANK OF INDIA Ultra Short Duration Fund- Direct Plan-Bonus,,INF761K01CS5,
Mutual Fund,,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Growth,,INF761K01298,
Mutual Fund,,BARODA BNP PARIBAS ARBITRAGE FUND -DIRECT PLAN - ADHOC IDCW OPTION,,INF251K01OV6,INF251K01OU8
Mutual Fund,,BARODA BNP PARIBAS ARBITRAGE FUND DIRECT PLAN MONTHLY IDCW Option,,INF251K01PF6,INF251K01PE9
Mutual Fund,,BARODA BNP PARIBAS ARBITRAGE FUND DIRECT PLAN QUARTERLY IDCW Option,,INF251K01PJ8,INF251K01PI0
Mutual Fund,,BARODA BNP PARIBAS ARBITRAGE FUND REGULAR PLAN MONTHLY IDCW Option,,INF251K01PD1,INF251K01PC3
Mutual Fund,,BARODA BNP PARIBAS ARBITRAGE FUND REGULAR PLAN QUARTERLY IDCW Option,,INF251K01PH2,INF251K01PG4
Mutual Fund,,BARODA BNP PARIBAS ARBITRAGE FUND- REGULAR PLAN- GROWTH OPTION,,INF251K01ON3,
Mutual Fund,,BARODA BNP PARIBAS ARBITRAGE FUND-DIRECT PLAN-GROWTH OPTION,,INF251K01OT0,
Mutual Fund,,BARODA BNP PARIBAS ARBITRAGE FUND-REGULAR PLAN- ADHOC IDCW OPTION,,INF251K01OP8,INF251K01OO1
Mutual Fund,,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION,,INF251K01EU9,INF251K01EV7
Mutual Fund,,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION,,INF251K01EP9,
Mutual Fund,,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION,,INF251K01EQ7,INF251K01ER5
Mutual Fund,,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION,,INF251K01ES3,INF251K01ET1
Mutual Fund,,BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Growth Option,,INF251K01HR8,
Mutual Fund,,BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Monthly IDCW Option,,INF251K01HS6,INF251K01HT4
Mutual Fund,,BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Quarterly IDCW Option,,INF251K01HU2,INF251K01HV0
Mutual Fund,,BARODA BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Growth Option,,INF251K01845,
Mutual Fund,,BARODA BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Quarterly IDCW Option,,INF251K01878,INF251K01886
Mutual Fund,,BARODA BNP PARIBAS Conservative hybrid Fund-Regular Plan-Monthly IDCW Option,,INF251K01852,INF251K01860
Mutual Fund,,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Annual-IDCW Option,,INF251K01EN4,INF251K01EO2
Mutual Fund,,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option,,INF251K01EI4,
Mutual Fund,,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly-IDCW Option,,INF251K01EJ2,INF251K01EK0
Mutual Fund,,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly-IDCW Option,,INF251K01EL8,INF251K01EM6
Mutual Fund,,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option,,INF251K01GU4,INF251K01GV2
Mutual Fund,,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option,,INF251K01GP4,
Mutual Fund,,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option,,INF251K01GQ2,INF251K01GR0
Mutual Fund,,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option,,INF251K01GS8,INF251K01GT6
Mutual Fund,,BARODA BNP PARIBAS ELSS Tax Saver Fund - Direct Plan - Growth Option,,INF251K01HF3,
Mutual Fund,,BARODA BNP PARIBAS ELSS Tax Saver Fund - Direct Plan - IDCW Option,,INF251K01HH9,INF251K01HG1
Mutual Fund,,BARODA BNP PARIBAS ELSS Tax Saver Fund - Regular - Growth Option,,INF251K01985,
Mutual Fund,,BARODA BNP PARIBAS ELSS Tax Saver Fund- Regular - IDCW Option,,INF251K01AA9,INF251K01993
Mutual Fund,,BARODA BNP PARIBAS Focused Fund - Direct Plan - Growth Option,,INF251K01PN0,
Mutual Fund,,BARODA BNP PARIBAS Focused Fund - Direct Plan - IDCW Option,,INF251K01PO8,INF251K01PP5
Mutual Fund,,BARODA BNP PARIBAS Focused Fund - Regular Plan - IDCW Option,,INF251K01PL4,INF251K01PM2
Mutual Fund,,BARODA BNP PARIBAS Focused Fund - Regular Plan-Growth Option,,INF251K01PK6,
Mutual Fund,,BARODA BNP PARIBAS India Consumption Fund - Direct Plan - Growth Option,,INF251K01PT7,
Mutual Fund,,BARODA BNP PARIBAS India Consumption Fund - Direct Plan - IDCW Option,,INF251K01PV3,INF251K01PU5
Mutual Fund,,BARODA BNP PARIBAS India Consumption Fund - Regular Plan - Growth Option,,INF251K01PQ3,
Mutual Fund,,BARODA BNP PARIBAS India Consumption Fund - Regular Plan - IDCW Option,,INF251K01PS9,INF251K01PR1
Mutual Fund,,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option,,INF251K01HN7,
Mutual Fund,,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - IDCW Option,,INF251K01HL1,INF251K01HM9
Mutual Fund,,BARODA BNP PARIBAS LARGE CAP Fund - Regular Plan - IDCW Option,,INF251K01910,INF251K01902
Mutual Fund,,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option,,INF251K01894,
Mutual Fund,,BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - GROWTH OPTION,,INF251K01DQ9,
Mutual Fund,,BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - MONTHLY IDCW OPTION,,INF251K01DU1,INF251K01DV9
Mutual Fund,,BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - WEEKLY IDCW OPTION,,INF251K01DS5,INF251K01DT3
Mutual Fund,,BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Growth Option,,INF251K01GJ7,
Mutual Fund,,BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Monthly IDCW Option,,INF251K01GN9,INF251K01GO7
Mutual Fund,,BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Weekly IDCW Option,,INF251K01GL3,INF251K01GM1
Mutual Fund,,BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Growth Option,,INF251K01DL0,
Mutual Fund,,BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Monthly IDCW Option,,INF251K01DO4,INF251K01DP1
Mutual Fund,,BARODA BNP PARIBAS Medium Duration Fund - Direct Plan - Annual IDCW Option,,INF251K01LY6,INF251K01MG1
Mutual Fund,,BARODA BNP PARIBAS Medium Duration Fund - Direct Plan - Calendar Quarterly IDCW Option,,INF251K01LW0,INF251K01ME6
Mutual Fund,,BARODA BNP PARIBAS Medium Duration Fund - Direct Plan - Growth Option,,INF251K01LU4,
Mutual Fund,,BARODA BNP PARIBAS Medium Duration Fund - Direct Plan - Half yearly IDCW Option,,INF251K01LX8,INF251K01MF3
Mutual Fund,,BARODA BNP PARIBAS Medium Duration Fund - Direct Plan - Monthly IDCW Option,,INF251K01LV2,INF251K01MD8
Mutual Fund,,BARODA BNP PARIBAS Medium Duration Fund - Regular Plan - Annual IDCW Option,,INF251K01LP4,INF251K01LZ3
Mutual Fund,,BARODA BNP PARIBAS Medium Duration Fund - Regular Plan - Calendar Quarterly IDCW Option,,INF251K01LQ2,INF251K01MA4
Mutual Fund,,BARODA BNP PARIBAS Medium Duration Fund - Regular Plan - Growth Option,,INF251K01LT6,
Mutual Fund,,BARODA BNP PARIBAS Medium Duration Fund - Regular Plan - Half Yearly IDCW Option,,INF251K01LR0,INF251K01MB2
Mutual Fund,,BARODA BNP PARIBAS Medium Duration Fund - Regular Plan - Monthly IDCW Option,,INF251K01LS8,INF251K01MC0
Mutual Fund,,BARODA BNP PARIBAS Mid Cap Fund - Direct Plan - Growth Option,,INF251K01HQ0,
Mutual Fund,,BARODA BNP PARIBAS Mid Cap Fund - Direct Plan - IDCW Option,,INF251K01HO5,INF251K01HP2
Mutual Fund,,BARODA BNP PARIBAS Mid Cap Fund - Regular Plan - Growth Option,,INF251K01AW3,
Mutual Fund,,BARODA BNP PARIBAS Mid Cap Fund - Regular Plan - IDCW Option,,INF251K01AX1,INF251K01AY9
Mutual Fund,,BHARAT 22 ETF,,INF109KB15Y7,
Mutual Fund,,BHARAT Bond ETF - April 2032,,INF754K01OB1,
Mutual Fund,,BHARAT Bond ETF - April 2033,,INF754K01QX0,
Mutual Fund,,BHARAT Bond ETF April 2025,,INF754K01LD3,
Mutual Fund,,BHARAT Bond ETF FOF - April 2032 Direct Growth,,INF754K01NY5,
Mutual Fund,,BHARAT Bond ETF FOF - April 2032 Direct Plan Dividend,,INF754K01NZ2,INF754K01OA3
Mutual Fund,,BHARAT Bond ETF FOF - April 2032 Regular Plan Dividend,,INF754K01NW9,INF754K01NX7
Mutual Fund,,BHARAT Bond ETF FOF - April 2032 Regular Plan Growth,,INF754K01NV1,
Mutual Fund,,BHARAT Bond ETF FOF - April 2033 - Direct Plan - Growth,,INF754K01RC2,
Mutual Fund,,BHARAT Bond ETF FOF - April 2033 - Direct Plan - IDCW,,INF754K01RD0,INF754K01RE8
Mutual Fund,,BHARAT Bond ETF FOF - April 2033 - Regular Plan - Growth,,INF754K01QY8,
Mutual Fund,,BHARAT Bond ETF FOF - April 2033 - Regular Plan - IDCW,,INF754K01QZ5,INF754K01RA6
Mutual Fund,,BHARAT Bond ETF- April 2031,,INF754K01LE1,
Mutual Fund,,BHARAT Bond FOF - April 2025 - Direct Plan - IDCW Option,,INF754K01LJ0,INF754K01LK8
Mutual Fund,,BHARAT Bond FOF - April 2025 - Regular Plan - IDCW Option,,INF754K01LG6,INF754K01LH4
Mutual Fund,,BHARAT Bond FOF - April 2030 - Direct Plan - IDCW Option,,INF754K01KZ8,INF754K01LA9
Mutual Fund,,BHARAT Bond FOF - April 2030 - Regular Plan - IDCW Option,,INF754K01KW5,INF754K01KX3
Mutual Fund,,BHARAT Bond FOF - April 2031 - Direct Plan - IDCW Option,,INF754K01LP7,INF754K01LQ5
Mutual Fund,,BHARAT Bond FOF - April 2031 - Regular Plan - IDCW Option,,INF754K01LM4,INF754K01LN2
Mutual Fund,,BHARAT Bond FOF- April 2025- Direct Pan- Growth Option,,INF754K01LI2,
Mutual Fund,,BHARAT Bond FOF- April 2025- Regular Plan- Growth Option,,INF754K01LF8,
Mutual Fund,,BHARAT Bond FOF- April 2031- Direct Plan- Growth Option,,INF754K01LO0,
Mutual Fund,,BHARAT Bond FOF- April 2031- Regular Plan- Growth Option,,INF754K01LL6,
Mutual Fund,,Bajaj Finserv Arbitrage Fund- Direct Plan-IDCW,,INF0QA701532,INF0QA701540
Mutual Fund,,Bajaj Finserv Arbitrage Fund- Regular Plan-Growth,,INF0QA701490,
Mutual Fund,,Bajaj Finserv Arbitrage Fund-Direct Plan-Growth,,INF0QA701524,
Mutual Fund,,Bajaj Finserv Arbitrage Fund-Regular Plan-IDCW,,INF0QA701508,INF0QA701516
Mutual Fund,,Bajaj Finserv Balanced Advantage Fund-Direct Plan-Growth,,INF0QA701656,
Mutual Fund,,Bajaj Finserv Balanced Advantage Fund-Direct Plan-IDCW,,INF0QA701664,INF0QA701672
Mutual Fund,,Bajaj Finserv Balanced Advantage Fund-Regular Plan-Growth,,INF0QA701680,
Mutual Fund,,Bajaj Finserv Balanced Advantage Fund-Regular Plan-IDCW,,INF0QA701698,INF0QA701706
Mutual Fund,,Bajaj Finserv Banking and PSU Fund- Direct Plan- IDCW,,INF0QA701615,INF0QA701623
Mutual Fund,,Bajaj Finserv Banking and PSU Fund- Regular Plan- Growth,,INF0QA701557,
Mutual Fund,,Bajaj Finserv Banking and PSU Fund- Regular Plan- IDCW,,INF0QA701565,INF0QA701573
Mutual Fund,,Bajaj Finserv Banking and PSU Fund-Direct Plan- Growth,,INF0QA701607,
Mutual Fund,,Bajaj Finserv Banking and PSU Fund-Direct Plan-Monthly- IDCW,,INF0QA701649,INF0QA701631
Mutual Fund,,Bajaj Finserv Banking and PSU Fund-Regular Plan-Monthly-IDCW,,INF0QA701599,INF0QA701581
Mutual Fund,,Bajaj Finserv Flexi Cap Fund -Regular Plan-Growth,,INF0QA701383,
Mutual Fund,,Bajaj Finserv Flexi Cap Fund-Direct Plan-Growth,,INF0QA701342,
Mutual Fund,,Bajaj Finserv Flexi Cap Fund-Direct Plan-IDCW,,INF0QA701359,INF0QA701367
Mutual Fund,,Bajaj Finserv Flexi Cap Fund-Regular Plan-IDCW,,INF0QA701409,INF0QA701417
Mutual Fund,,Bajaj Finserv Large and Mid Cap Fund- Direct Plan- Growth,,INF0QA701763,
Mutual Fund,,Bajaj Finserv Large and Mid Cap Fund- Direct Plan- IDCW,,INF0QA701771,INF0QA701789
Mutual Fund,,Bajaj Finserv Large and Mid Cap Fund- Regular Plan- Growth,,INF0QA701730,
Mutual Fund,,Bajaj Finserv Large and Mid Cap Fund- Regular Plan- IDCW,,INF0QA701748,INF0QA701755
Mutual Fund,,Bajaj Finserv Liquid Fund - Direct Plan - Fortnightly - IDCW,,INF0QA701078,INF0QA701045
Mutual Fund,,Bajaj Finserv Liquid Fund - Direct Plan - Growth,,INF0QA701011,
Mutual Fund,,Bajaj Finserv Liquid Fund - Direct Plan - Monthly - IDCW,,INF0QA701086,INF0QA701052
Mutual Fund,,Bajaj Finserv Liquid Fund - Direct Plan - Weekly - IDCW,,INF0QA701060,INF0QA701037
Mutual Fund,,Bajaj Finserv Liquid Fund - Regular Plan - Fortnightly - IDCW,,INF0QA701151,INF0QA701110
Mutual Fund,,Bajaj Finserv Liquid Fund - Regular Plan - Growth,,INF0QA701094,
Mutual Fund,,Bajaj Finserv Liquid Fund - Regular Plan - Monthly - IDCW,,INF0QA701169,INF0QA701128
Mutual Fund,,Bajaj Finserv Liquid Fund - Regular Plan - Weekly - IDCW,,INF0QA701144,INF0QA701102
Mutual Fund,,Bajaj Finserv Money Market Fund-Direct Plan-Growth,,INF0QA701334,
Mutual Fund,,Bajaj Finserv Money Market Fund-Direct Plan-IDCW,,INF0QA701391,INF0QA701375
Mutual Fund,,Bajaj Finserv Money Market Fund-Direct Plan-Monthly-IDCW,,INF0QA701433,INF0QA701425
Mutual Fund,,Bajaj Finserv Money Market Fund-Regular Plan-Growth,,INF0QA701441,
Mutual Fund,,Bajaj Finserv Money Market Fund-Regular Plan-IDCW,,INF0QA701466,INF0QA701458
Mutual Fund,,Bajaj Finserv Money Market Fund-Regular Plan-Monthly-IDCW,,INF0QA701482,INF0QA701474
Mutual Fund,,Bajaj Finserv Multi Asset Allocation Fund - Direct Growth,,INF0QA701821,
Mutual Fund,,Bajaj Finserv Multi Asset Allocation Fund - Direct IDCW,,INF0QA701839,INF0QA701847
Mutual Fund,,Bajaj Finserv Multi Asset Allocation Fund - Regular Growth,,INF0QA701797,
Mutual Fund,,Bajaj Finserv Multi Asset Allocation Fund - Regular IDCW,,INF0QA701805,INF0QA701813
Mutual Fund,,Bajaj Finserv Nifty 1D Rate Liquid ETF,,INF0QA701854,
Mutual Fund,,Bajaj Finserv Nifty 50 ETF,,INF0QA701722,
Mutual Fund,,Bajaj Finserv Nifty Bank ETF,,INF0QA701714,
Mutual Fund,,Bajaj Finserv Overnight Fund - Direct Plan - Fortnightly - IDCW,,INF0QA701235,INF0QA701201
Mutual Fund,,Bajaj Finserv Overnight Fund - Direct Plan - Growth,,INF0QA701177,
Mutual Fund,,Bajaj Finserv Overnight Fund - Direct Plan - Monthly - IDCW,,INF0QA701243,INF0QA701219
Mutual Fund,,Bajaj Finserv Overnight Fund - Direct Plan - Weekly - IDCW,,INF0QA701227,INF0QA701193
Mutual Fund,,Bajaj Finserv Overnight Fund - Regular Plan - Fortnightly - IDCW,,INF0QA701318,INF0QA701276
Mutual Fund,,Bajaj Finserv Overnight Fund - Regular Plan - Growth,,INF0QA701250,
Mutual Fund,,Bajaj Finserv Overnight Fund - Regular Plan - Monthly - IDCW,,INF0QA701326,INF0QA701284
Mutual Fund,,Bajaj Finserv Overnight Fund - Regular Plan - Weekly - IDCW,,INF0QA701300,INF0QA701268
Mutual Fund,,Bandhan Innovation Fund - Direct Plan - Growth,,INF194KB1IE2,
Mutual Fund,,Bandhan Innovation Fund - Direct Plan - IDCW,,INF194KB1IF9,INF194KB1IG7
