symbol,name
OSWAYRN.BO,Oswal Yarns Limited
OTCO.BO,Otco International Limited
OVOBELE.BO,Ovobel Foods Limited
OZONEWORLD.BO,one
PACIFICI.BO,Pacific Industries Limited
PACL.BO,Punjab Alkalies & Chemicals Limited
PACT.BO,Pact Industries Limited
PADAMCO.BO,Padam Cotton Yarns Limited
PADMAIND.BO,Padmanabh Industries Limited
PADMALAYAT.BO,Padmalaya Telefilms Limited
PAEL.BO,PAE Limited
PAGEIND.BO,Page Industries Limited
PAISALO.BO,Paisalo Digital Limited
PALASHSEC.BO,Palash Securities Limited
PALMJEWELS.BO,Palm Jewels Limited
PALRED.BO,Palred Technologies Limited
PALSOFT.BO,Palsoft Infosystems Limited
PANACEABIO.BO,Panacea Biotec Limited
PANACHE.BO,Panache Innovations Limited
PANAENERG.BO,Panasonic Energy India Co. Ltd.
PANAFIC.BO,Panafic Industrials Limited
PANAMAPET.BO,Panama Petrochem Limited
PANCARBON.BO,Panasonic Carbon India Co. Limited
PANCHMAHQ.BO,Panchmahal Steel Limited
PANCHSHEEL.BO,Panchsheel Organics Limited
PANELEC.BO,Pan Electronics (India) Limited
PANINDIAC.BO,Pan India Corporation Limited
PANKAJPIYUS.BO,Pankaj Piyush Trade and Investment Limited
PANKAJPO.BO,Pankaj Polymers Limited
PANORAMA.BO,PANORAMA STUDIOS INTERNATIONAL
PANTH.BO,PANTH INFINITY LIMITED
PAOS.BO,PAOS INDUSTRIES LIMITED
PARACABLES.BO,Paramount Communications Limited
PARAGMILK.BO,Parag Milk Foods Limited
PARAGONF.BO,Paragon Finance Limited
PARAMONE.BO,one
PARENTLD.BO,Parenteral Drugs (India) Limited
PARKERAC.BO,Parker Agrochem Exports Ltd.
PARLEIND.BO,PARLE INDUSTRIES LIMITED
PARMAX.BO,Parmax Pharma Limited
PARMCOS-B.BO,Paramount Cosmetics (India) Limited
PARNAXLAB.BO,Parnax Lab Limited
PARSHINV.BO,Parsharti Investment Limited
PARSHWANA.BO,Parshwanath Corporation Limited
PARSVNATH.BO,Parsvnath Developers Limited
PARVATI.BO,Parvati Sweetners and Power Lt
PASARI.BO,Pasari Spinning Mills Limited
PASUPTAC.BO,Pasupati Acrylon Limited
PASUSPG.BO,Pasupati Spinning & Weaving Mills Limited
PATELENG.BO,Patel Engineering Limited
PATELSAI.BO,Patels Airtemp (India) Limited
PATIDAR.BO,Patidar Buildcon Limited
PATINTLOG.BO,Patel Integrated Logistics Limited
PATSPINLTD.BO,Patspin India Limited
PAUSHAKLTD.BO,Paushak Limited
PAWANSUT.BO,Pawansut Holdings Limited
PAZEL.BO,PAZEL INTERNATIONAL LIMITED
PBMPOLY.BO,PBM Polytex Limited
PCCOSMA.BO,Pee Cee Cosma Sope Limited
PCJEWELLER.BO,PC Jeweller Limited
PCS.BO,PCS Technology Limited
PDMJEPAPER.BO,Pudumjee Paper Products Limited
PDSMFL.BO,PDS Multinational Fashions Limited
PEARLPOLY.BO,Pearl Polymers Limited
PECOS.BO,Pecos Hotels and Pubs Limited
PEETISEC.BO,Peeti Securities Limited
PEL.BO,Piramal Enterprises Limited
PENIND.BO,Pennar Industries Limited
PENINLAND.BO,Peninsula Land Limited
PENTAGRAPH.BO,Pentamedia Graphics Limited
PERFEPA.BO,Perfectpac Limited
PERMAGN.BO,Permanent Magnets Limited
PERSISTENT.BO,Persistent Systems Limited
PETRONET.BO,one
PFC.BO,Power Finance Corporation Limited
PFIZER.BO,Pfizer Limited
PFLINFOTC.BO,PFL Infotech Limited
PFOCUS.BO,Prime Focus Limited
PFS.BO,PTC India Financial Services Limited
PGEL.BO,PG Electroplast Limited
PGFOILQ.BO,P G Foils Limited
PGHH.BO,Procter & Gamble Hygiene and Health Care Limited
PGHL.BO,PROCTER & GAMBLE HEALTH LIMITE
PGIL.BO,Pearl Global Industries Limited
PGINDST.BO,P G Industry Limited
PHARMAID.BO,Pharmaids Pharmaceuticals Limited
PHCAP.BO,P.H. Capital Limited
PHILIPCARB.BO,Phillips Carbon Black Limited
PHOENIXLTD.BO,The Phoenix Mills Limited
PHOENIXTN.BO,Phoenix Township Limited
PHOENXINTL.BO,Phoenix International Limited
PHOSPHATE.BO,The Phosphate Company Limited
PHOTON.BO,Photon Capital Advisors Limited
PHOTOQUP.BO,Photoquip India Limited
PHRMASI.BO,Phaarmasia Limited
PHTRADING.BO,PH TRADING LTD.
PHYTO.BO,Phyto Chem (India) Limited
PICCADIL.BO,Piccadily Agro Industries Limited
PICCASUG.BO,Piccadily Sugar & Allied Industries Limited
PICTUREHS.BO,Picturehouse Media Limited
PIDILITIND.BO,Pidilite Industries Limited
PIFL.BO,Pacheli Industrial Finance Limited
PIIND.BO,PI Industries Limited
PILANIINVS.BO,Pilani Investment and Industries Corporation Limited
PILITA.BO,Pil Italica Lifestyle Limited
PIONAGR.BO,one
PIONDIST.BO,one
PIONEEREMB.BO,one
PIONRINV.BO,one
PITTIENG.BO,PITTI ENGINEERING LIMITED
PIXTRANS.BO,Pix Transmissions Limited
PJL.BO,Patdiam Jewellery Limited
PLASTIBLEN.BO,Plastiblends India Limited
PMCFIN.BO,PMC Fincorp Limited
PML.BO,Paul Merchants Limited
PMTELELIN.BO,P.M. Telelinnks Limited
PNB.BO,Punjab National Bank
PNBGILTS.BO,PNB Gilts Ltd.
PNBHOUSING.BO,PNB Housing Finance Limited
PNC.BO,Pritish Nandy Communications Ltd
PNCINFRA.BO,PNC Infratech Limited
PNTKYOR.BO,Pentokey Organy (India) Limited
PODARPIGQ.BO,Poddar Pigments Limited
PODDAR.BO,Poddar Housing and Development Limited
POEL.BO,POCL Enterprises Limited
POKARNA.BO,Pokarna Limited
POLOHOT.BO,Polo Hotels Limited
POLSON.BO,Polson Limited
POLYCAB.BO,Polycab India Limited
POLYCHEM.BO,Polychem Limited
POLYCHMP.BO,Polymechplast Machines Limited
POLYLINK.BO,Polylink Polymers (India) Limited
POLYMAC.BO,Polymac Thermoformers Limited
POLYMED.BO,Poly Medicure Limited
POLYPLEX.BO,Polyplex Corporation Limited
POLYSPIN.BO,Polyspin Exports Limited
POLYTEX.BO,Polytex India Limited
PONDYOXIDE.BO,Pondy Oxides And Chemicals Limited
PONNIERODE.BO,Ponni Sugars (Erode) Limited
POOJA.BO,Poojawestern Metaliks Limited
POOJAENT.BO,Pooja Entertainment and Films Limited
POONADAL.BO,Poona Dal and Oil Industries Limited
POPULARES.BO,Popular Estate Management Limited
PORWAL.BO,one
POWERGRID.BO,Power Grid Corporation of India Limited
POWERINDIA.BO,ABB Power Products and Systems
POWERMECH.BO,Power Mech Projects Limited
PPAP.BO,PPAP Automotive Limited
PPL.BO,Prakash Pipes Limited
PQIF.BO,Polo Queen Industrial and Fintech Limited
PRABHAT.BO,Prabhat Dairy Limited
PRADHIN.BO,PRADHIN LIMITED
PRADIP.BO,Pradip Overseas Limited
PRADPME.BO,Pradeep Metals Limited
PRAENG.BO,Prajay Engineers Syndicate Limited
PRAGBOS.BO,Prag Bosimi Synthetics Limited
PRAJIND.BO,Praj Industries Limited
PRAKASH.BO,Prakash Industries Limited
PRAKASHSTL.BO,Prakash Steelage Limited
PRANAVSP.BO,Pranavaditya Spinning Mills Limited
PRATIK.BO,Pratik Panels Limited
PRATIKSH.BO,Pratiksha Chemicals Limited
PRAVEG.BO,PRAVEG COMMUNICATIONS (INDIA)
PRAXIS.BO,Praxis Home Retail Limited
PRECAM.BO,Precision Camshafts Limited
PRECISIO.BO,Precision Electronics Limited
PRECISION.BO,Precision Containeurs Limited
PRECWIRE.BO,Precision Wires India Ltd.
PREMCO.BO,Premco Global Limited
PREMEXPLQ.BO,Premier Explosives Limited
PREMIER.BO,Premier Limited
PREMIERPOL.BO,Premier Polyfilm Ltd.
PREMPIPES.BO,Primuss Pipes & Tubes Limited
PREMSYN.BO,Premier Synthetics Limited
PRERINFRA.BO,Prerna Infrabuild Limited
PRESOFI.BO,Prem Somani Financial Services Limited
PRESSMN.BO,Pressman Advertising Limited
PRESTIGE.BO,Prestige Estates Projects Limited
PRICOLLTD.BO,Pricol Limited
PRIMAGR.BO,Prima Agro Limited
PRIMAIN.BO,Prima Industries Limited
PRIMAPLA.BO,Prima Plastics Limited
PRIMEFRESH.BO,PRIME FRESH LIMITED
PRIMEPRO.BO,Prime Property Development Corporation Limited
PRIMESECU.BO,Prime Securities Limited
PRIMEURB.BO,Prime Urban Development India Limited
PRIMIND.BO,Prime Industries Ltd.
PRINCEPIPE.BO,Prince Pipes and Fittings Limi
PRISMMEDI.BO,Prism Medico and Pharmacy Limited
PRISMX.BO,PRISMX GLOBAL VENTURES LIMITED
PRITHVIEXCH.BO,Prithvi Exchange (India) Limited
PRITIKAUTO.BO,Pritika Auto Industries Limited
PRIVISCL.BO,PRIVI SPECIALITY CHEMICALS LIM
PRIYALT.BO,Priya Limited
PROFINC.BO,Pro Fin Capital Services Ltd.
PROGREXV.BO,PROGREX VENTURES LIMITED
PROMACT.BO,Promact Impex Limited
PROVESTSER.BO,Provestment Services Limited
PROZONINTU.BO,one
PRSMJOHNSN.BO,PRISM JOHNSON LIMITED.
PSB.BO,Punjab & Sind Bank
PSPPROJECT.BO,PSP Projects Limited
PSUBNKBEES.BO,Nippon India ETF PSU Bank BeES
PTC.BO,PTC India Limited
PTCIL.BO,PTC Industries Limited
PTIL.BO,Prabhat Technologies (India) Limited
PTL.BO,PTL Enterprises Limited
PULSRIN.BO,Pulsar International Limited
PUNJABCHEM.BO,Punjab Chemicals and Crop Protection Limited
PUNJCOMMU.BO,Punjab Communications Limited
PUNJLLOYD.BO,Punj Lloyd Limited
PUROHITCON.BO,Purohit Construction Limited
PURPLE.BO,Purple Entertainment Limited
PURSHOTTAM.BO,Purshottam Investofin Limited
PURVA.BO,Puravankara Limited
PVR.BO,PVR Limited
PVVINFRA.BO,PVV Infra Limited
PWASML.BO,Prakash Woollen & Synthetic Mills Limited
QFSL.BO,Quest Financial Services Limited
QGO.BO,QGO FINANCE LIMITED
QGOLDHALF.BO,Quantum Gold Exchange Traded Scheme
QNIFTY.BO,Quantum Nifty Exchange Traded Scheme
QUADRANT.BO,Quadrant Televentures Limited
QUANTBUILD.BO,Quantum Build-Tech Limited
QUANTDIA.BO,Quantum Digital Vision (India) Limited
QUESS.BO,Quess Corp Limited
QUEST.BO,Quest Softech (India) Limited
QUICKHEAL.BO,Quick Heal Technologies Limited
QUINT.BO,QUINT DIGITAL MEDIA LIMITED
QUINTEGRA.BO,Quintegra Solutions Limited
RAAJMEDI.BO,Raaj Medisafe India Limited
RACE.BO,RACE ECO CHAIN LIMITED
RACLGEAR.BO,RACL Geartech Limited
RADAAN.BO,Radaan Mediaworks India Limited
RADHEDE.BO,Radhe Developers (India) Limited
RADHIKAJWE.BO,Radhika Jeweltech Limited
RADICO.BO,Radico Khaitan Limited
RADIOCITY.BO,Music Broadcast Limited
RADIXIND.BO,Radix Industries (India) Limited
RAFL.BO,Raghuvansh Agrofarms Limited
RAGHUNAT.BO,Raghunath International Limited
RAGHUSYN.BO,Raghuvir Synthetics Limited
RAGHUTOB.BO,RTCL Limited
RAHME.BO,Rahul Merchandising Limited
RAILTEL.BO,RailTel Corporation of India L
RAIN.BO,Rain Industries Limited
RAINBOWDQ.BO,Rainbow Denim Limited
RAINBOWF.BO,Rainbow Foundations Limited
RAJABAH.BO,Raja Bahadur International Limited
RAJESHEXPO.BO,Rajesh Exports Limited
RAJGLOWIR.BO,Rajratan Global Wire Limited
RAJINFRA.BO,Rajeswari Infrastructure Limited
RAJKSYN.BO,Rajkamal Synthetics Limited
RAJNISH.BO,Rajnish Wellness Limited
RAJOIL.BO,Raj Oil Mills Limited
RAJOOENG.BO,Rajoo Engineers Limited
RAJPACK.BO,Raj Packaging Industries Limited
RAJPALAYAM.BO,Rajapalayam Mills Limited
RAJPUTANA.BO,Rajputana Investment & Finance Limited
RAJRAYON.BO,Raj Rayon Industries Limited
RAJSPTR.BO,Rajasthan Petro Synthetics Limited
RAJSREESUG.BO,Rajshree Sugars and Chemicals Limited
RAJTUBE.BO,Rajasthan Tube Manufacturing Company Limited
RAJTV.BO,two
RAJVIR.BO,Rajvir Industries Limited
RALEGRA.BO,Ravileela Granites Limited
RALLIS.BO,Rallis India Limited
RAMANEWS.BO,Shree Rama Newsprint Limited
RAMAPETRO.BO,Rama Petrochemicals Limited
RAMAPHO.BO,Rama Phosphates Limited
RAMAPPR-B.BO,Rama Paper Mills Limited
RAMASIGNS.BO,Ramasigns Industries Limited
RAMASTEEL.BO,Rama Steel Tubes Limited
RAMAVISION.BO,Rama Vision Limited
RAMCOCEM.BO,The Ramco Cements Limited
RAMCOIND.BO,Ramco Industries Limited
RAMCOSYS.BO,Ramco Systems Limited
RAMGOPOLY.BO,Ramgopal Polytex Limited
RAMINFO.BO,Raminfo Limited
RAMKY.BO,Ramky Infrastructure Limited
RAMRAT.BO,Ram Ratna Wires Limited
RAMSARUP.BO,Ramsarup Industries Limited
RAMSONS.BO,Ramsons Projects Limited
RANASUG.BO,Rana Sugars Limited
RANDER.BO,Rander Corporation Limited
RANEENGINE.BO,Rane Engine Valve Limited
RANEHOLDIN.BO,Rane Holdings Limited
RANJEET.BO,Ranjeet Mechatronics Limited
RAP.BO,Rap Media Limited
RAPICUT.BO,Rapicut Carbides Limited
RAPIDIN.BO,Rapid Investments Limited
RASANDIK.BO,Rasandik Engineering Industries India Limited
RASIELEC.BO,Rasi Electrodes Limited
RASRESOR.BO,Ras Resorts and Apart Hotels Limited
RASSIREF.BO,Raasi Refractories Limited
RATHIBAR.BO,Rathi Bars Limited
RATNABHUMI.BO,Ratnabhumi Developers Limited
RATNAMANI.BO,Ratnamani Metals & Tubes Limited
RAUNAQEPC.BO,Raunaq EPC International Limited
RAVALSUGAR.BO,The Ravalgaon Sugar Farm Limited
RAWEDGE.BO,Raw Edge Industrial Solutions
RAYALEMA.BO,Royale Manor Hotels and Industries Limited
RAYLA.BO,Raymed Labs Limited
RAYMOND.BO,Raymond Limited
RBGUPTA.BO,Aarcon Facilities Limited
RBL.BO,Rane Brake Lining Limited
RBLBANK.BO,RBL Bank Limited
RCAN.BO,Rajeshwari Cans Limited
RCCL.BO,Rajasthan Cylinders and Containers Ltd.
RCF.BO,Rashtriya Chemicals and Fertilizers Limited
RCIIND.BO,RCI Industries & Technologies Limited
RCL.BO,Radhagobind Commercial Limited
RCOM.BO,Reliance Communications Limited
RDBRIL.BO,RDB Realty & Infrastructure Limited
RDBRL.BO,RDB Rasayans Limited
REALECO.BO,REAL ECO-ENERGY LIMITED
REALSTR.BO,Real Strips Limited
RECLTD.BO,REC Limited
REDEXPR.BO,Redex Protech Limited
REDINGTON.BO,Redington (India) Limited
REFEX.BO,Refex Industries Limited
REFNOL.BO,Refnol Resins and Chemicals Limited
REGAL.BO,Regal Entertainment and Consultants Limited
REGENCERAM.BO,Regency Ceramics Limited
REGENCY.BO,Regency Investments Limited
REGENTRP.BO,Regent Enterprises Limited
REGTRUS.BO,Regency Trust Limited
RELAXO.BO,Relaxo Footwears Limited
RELCAPITAL.BO,Reliance Capital Limited
RELCHEMQ.BO,Reliance Chemotex Industries Limited
RELHOME.BO,Reliance Home Finance Limited
RELIABVEN.BO,Reliable Ventures India Limited
RELIANCE.BO,Reliance Industries Limited
RELIANCEPP.BO,Reliance Industries Ltd
RELICAB.BO,Relicab Cable Manufacturing Limited
RELICTEC.BO,Relic Technologies Limited
RELIGARE.BO,Religare Enterprises Limited
RELINFRA.BO,Reliance Infrastructure Limited
RELTD.BO,Ravindra Energy Limited
REMIEDEL.BO,Remi Edelstahl Tubulars Limited
REMLIFE.BO,REMEDIUM LIFECARE LIMITED
REMSONSIND.BO,Remsons Industries Limited
RENUKA.BO,Shree Renuka Sugars Limited
REPCOHOME.BO,Repco Home Finance Limited
REPRO.BO,Repro India Limited
RESONANCE.BO,Resonance Specialties Limited
RESPONIND.BO,Responsive Industries Limited
RESPONSINF.BO,Response Informatics Limited
RESTILE.BO,Restile Ceramics Limited
REVATHI.BO,Revathi Equipment Limited
REXNORD.BO,Rexnord Electronics and Controls Limited
RGF.BO,RGF Capital Markets Limited
RGIL.BO,Rotographics (India) Limited
RGL.BO,RENAISSANCE GLOBAL LIMITED
RGRL.BO,Retro Green Revolution Limited
RIBATEX.BO,Riba Textiles Limited
RICHAIND.BO,Richa Industries Limited
RICHIRICH.BO,Richirich Inventures Limited
RICHUNV.BO,two
RICOAUTO.BO,Rico Auto Industries Limited
RIDDHI.BO,Riddhi Siddhi Gluco Biols Limited
RIDDHICORP.BO,Riddhi Corporate Services Limited
RIDINGS.BO,Ridings Consulting Engineers I
RIGASUG.BO,Riga Sugar Company Limited
RIIL.BO,Reliance Industrial Infrastructure Limited
RIR.BO,Ruttonsha International Rectifier Ltd.
RISAINTL.BO,Risa International Limited
RISHDIGA.BO,Rishabh Digha Steel And Allied Products Limited
RISHILASE.BO,Rishi Laser Limited
RISHIROOP.BO,Rishiroop Limited
RISHITECH.BO,Rishi Techtex Limited
RITCO.BO,Ritco Logistics Limited
RITES.BO,RITES Limited
RITESHIN.BO,Ritesh International Ltd
RITHWIKFMS.BO,Rithwik Facility Management Services Limited
RJBIOTECH.BO,R J Biotech Limited
RJKMRFR.BO,Rajkumar Forge Limited
RJSHAH.BO,R.J. Shah & Company Limited
RKDL.BO,Ravi Kumar Distilleries Limited
RKFORGE.BO,Ramkrishna Forgings Limited
RLF.BO,RLF Limited
RLFL.BO,Ramchandra Leasing and Finance Limited
RMC.BO,RMC Switchgears Limited
RMCHEM.BO,Ram Minerals and Chemicals Limited
RMCL.BO,Radha Madhav Corporation Limited
RML.BO,Rane (Madras) Limited
RNAVAL.BO,Reliance Naval and Engineering Limited
RNBDENIMS.BO,R & B Denims Limited
RODIUM.BO,Rodium Realty Limited
ROHITFERRO.BO,Rohit Ferro-Tech Limited
ROHLTD.BO,Royal Orchid Hotels Limited
ROJL.BO,RO Jewels Limited
ROLLT.BO,Rollatainers Limited
ROLTA.BO,Rolta India Limited
RONI.BO,Roni Households Limited
ROOPAIND.BO,Roopa Industries Limited
ROSELABS.BO,Roselabs Finance Limited
ROSSARI.BO,ROSSARI BIOTECH LIMITED
ROSSELLIND.BO,Rossell India Limited
ROTO.BO,Roto Pumps Limited
ROUTE.BO,Route Mobile Limited
ROYALCU.BO,Royal Cushion Vinyl Products Limited
ROYALIND.BO,Royal India Corporation Limited
RPEL.BO,Raghav Productivity Enhancers Limited
RPGLIFE.BO,RPG Life Sciences Limited
RPIL.BO,Ritesh Properties and Industries Ltd
RPOWER.BO,Reliance Power Limited
RPPINFRA.BO,R.P.P. Infra Projects Limited
RPSGVENT.BO,RPSG VENTURES LIMITED
RRFIN.BO,RR Financial Consultants Limited
RRIL.BO,RRIL LIMITED
RRMETAL.BO,RR METALMAKERS INDIA LIMITED
RSCINT.BO,RSC International Limited
RSDFIN.BO,RSD Finance Limited
RSSOFTWARE.BO,R S Software (India) Limited
RSTL.BO,Riddhi Steel and Tube Limited
RSWM.BO,RSWM Limited
RSYSTEMINT.BO,R Systems International Limited
RTEXPO.BO,R.T. Exports Limited
RTFL.BO,Real Touch Finance Limited
RTL.BO,Rangoli Tradecomm Limited
RTNINDIA.BO,RATTANINDIA ENTERPRISES LIMITE
RTNPOWER.BO,RattanIndia Power Limited
RTSPOWR.BO,RTS Power Corporation Limited
RUBFILA.BO,Rubfila International Limited
RUBRAME.BO,Rubra Medicaments Limited
RUBYMILLS.BO,The Ruby Mills Limited
RUCHINFRA.BO,Ruchi Infrastructure Limited
RUCHIRA.BO,Ruchira Papers Limited
RUCHISOYA.BO,Ruchi Soya Industries Limited
RUDRA.BO,Rudra Global Infra Products Limited
RUNGTAIR.BO,Rungta Irrigation Limited
RUPA.BO,Rupa & Company Limited
RUSHIL.BO,Rushil Decor Limited
RVHL.BO,Ravinder Heights Limited
RVNL.BO,Rail Vikas Nigam Limited
S&SPOWER.BO,S&S Power Switchgear Limited
SAB.BO,SAB Industries Limited
SABOOBR.BO,Saboo Brothers Limited
SABOOSOD.BO,Saboo Sodium Chloro Limited
SABTN.BO,two
SACHEMT.BO,Sacheta Metals Limited
SADBHAV.BO,Sadbhav Engineering Limited
SADBHIN.BO,Sadbhav Infrastructure Project Limited
SADHNA.BO,Sadhna Broadcast Limited
SADHNANIQ.BO,Sadhana Nitro Chem Limited
SAENTER.BO,South Asian Enterprises Limited
SAFARIND.BO,Safari Industries (India) Limited
SAFFRON.BO,Saffron Industries Limited
SAGAR.BO,Sagar Diamonds Limited
SAGARPROD.BO,Sagar Productions Limited
SAGARSOFT.BO,Sagarsoft (India) Limited
SAGCEM.BO,Sagar Cements Limited
SAGL.BO,Shalimar Agencies Limited
SAHARA.BO,one
SAHARAHOUS.BO,Sahara Housingfina Corporation Limited
SAHLIBHFI.BO,Shalibhadra Finance Limited
SAHYADRI.BO,Sahyadri Industries Limited
SAIBABA.BO,Sai Baba Investment And Commercial Enterprises Limited
SAIL.BO,Steel Authority of India Limited
SAINIK.BO,Sainik Finance & Industries Limited
SAINTGOBAIN.BO,Saint-Gobain Sekurit India Limited
SAKHTISUG.BO,Sakthi Sugars Limited
SAKSOFT.BO,Saksoft Limited
SAKTHIFIN.BO,Sakthi Finance Limited
SAKUMA.BO,Sakuma Exports Limited
SALASAR.BO,Salasar Techno Engineering Limited
SALAUTO.BO,SAL AUTOMOTIVE LIMITED
SALEM.BO,Salem Erode Investments Limited
SALGUTI.BO,Salguti Industries Limited
SALONACOT.BO,Salona Cotspin Limited
SALORAINTL.BO,Salora International Limited
SALSTEEL.BO,S.A.L. Steel Limited
SALZER.BO,Salzer Electronics Limited
SAMBANDAM.BO,Sambandam Spinning Mills Limited
SAMBHAAV.BO,Sambhaav Media Limited
SAMINDUS.BO,Sam Industries Limited
SAMKRG.BO,Samkrg Pistons and Rings Limited
SAMPRE.BO,Sampre Nutritions Limited
SAMRATFORG.BO,Samrat Forgings Limited
SAMRATPH.BO,Samrat Pharmachem Limited
SAMTEX.BO,Samtex Fashions Limited
SAMYAKINT.BO,Samyak International Limited
SANBLUE.BO,Sanblue Corporation Limited
SANCTRN.BO,Sanco Trans Limited
SANDESH.BO,The Sandesh Limited
SANDHAR.BO,Sandhar Technologies Limited
SANDUMA.BO,The Sandur Manganese & Iron Ores Limited
SANDUPHQ.BO,Sandu Pharmaceuticals Limited
SANGAMIND.BO,Sangam (India) Limited
SANGHIIND.BO,Sanghi Industries Limited
SANGHVIFOR.BO,Sanghvi Forging & Engineering Limited
SANGHVIMOV.BO,Sanghvi Movers Limited
SANINFRA.BO,Sanmit Infra Limited
SANJIVIN.BO,Sanjivani Paranteral Limited.
SANKHYAIN.BO,Sankhya Infotech Limited
SANOFI.BO,Sanofi
SANPA.BO,Sangal Papers Limited
SANTETX.BO,RH
SANTOSHF.BO,Santosh Fine Fab Limited
SANWARIA.BO,Sanwaria Consumer Limited
SAPL.BO,SAR Auto Products Limited
SAPPL.BO,Shree Ajit Pulp and Paper Limited
SARDAEN.BO,Sarda Energy & Minerals Limited
SARDAPPR.BO,Sarda Papers Limited
SAREGAMA.BO,Saregama India Limited
SAREL.BO,SANGAM RENEWABLES LIMITED
SARLAPOLY.BO,Sarla Performance Fibers Limited
SARTHAKIND.BO,Sarthak Industries Limited
SARUPINDUS.BO,Sarup Industries Limited
SASKEN.BO,Sasken Technologies Limited
SASTASUNDR.BO,Sastasundar Ventures Limited
SATIA.BO,Satia Industries Limited
SATIN.BO,two
SATINDLTD.BO,Sat Industries Limited
SATINPP.BO,two
SATRAPROP.BO,Satra Properties (India) Limited
SAUMYA.BO,Saumya Consultants Limited
SAURASHCEM.BO,Saurashtra Cement Limited
SAVERA.BO,Savera Industries Limited
SAVFI.BO,Savani Financials Limited
SAVINFOCO.BO,Savant Infocomm Limited
SAWABUSI.BO,Sawaca Business Machines Limited
SAYAJIHOTL.BO,Sayaji Hotels Limited
SAYAJIIND.BO,Sayaji Industries Limited
SBC.BO,SBC EXPORTS LIMITED
SBECSUG.BO,SBEC Sugar Limited
SBFL.BO,Shree Bhavya Fabrics Limited
SBGLP.BO,SURATWWALA BUSINESS GROUP LIMI
SBICARD.BO,SBI CARDS AND PAYMENT SERVICES
SBIGETS.BO,SBI ETF Gold
SBILIFE.BO,SBI Life Insurance Company Limited
SBIN.BO,State Bank of India
SBISENSEX.BO,SBI ETF Sensex
SBRANDS.BO,Sanghvi Brands Limited
SCAGRO.BO,SC Agrotech Limited
SCANDENT.BO,Scandent Imaging Limited
SCANPGEOM.BO,Scanpoint Geomatics Limited
SCANSTL.BO,Scan Steels Limited
SCAPDVR.BO,Stampede Capital Limited
SCFL.BO,Shyam Century Ferrous Limited
SCHABLON.BO,Schablona India Limited
SCHAEFFLER.BO,Schaeffler India Limited
SCHAND.BO,S Chand and Company Limited
SCHNEIDER.BO,Schneider Electric Infrastructure Limited
SCI.BO,The Shipping Corporation of India Limited
SCOOTER.BO,Scooters India Limited
SCPL.BO,Sheetal Cool Products Limited
SCTL.BO,Suncare Traders Limited
SDBL.BO,Som Distilleries & Breweries Limited
SDL.BO,Span Divergent Limited
SEACOAST.BO,SEACOAST SHIPPING SERVICES LIM
SEAMECLTD.BO,Seamec Limited
SEASONF.BO,Seasons Furnishings Limited
SEASONST.BO,Seasons Textiles Limited
SEATV.BO,two
SECMARK.BO,Secmark Consultancy Limited
SECURKLOUD.BO,SECUREKLOUD TECHNOLOGIES LIMIT
SEIL.BO,Shanti Educational Initiatives Limited
SEL.BO,Sanathnagar Enterprises Limited
SELAN.BO,Selan Exploration Technology Limited
SELLWIN.BO,Sellwin Traders Limited
SENINFO.BO,Senthil Infotek Limited
SEPOWER.BO,S. E. Power Limited
SEQUENT.BO,Sequent Scientific Limited
SERVOTEACH.BO,Servoteach Industries Limited
SESHAPAPER.BO,Seshasayee Paper and Boards Limited
SETCO.BO,Setco Automotive Limited
SETFBSE100.BO,SBI ETF BSE 100 ETF
SETFSN50.BO,SBI Mutual Fund
SETUINFRA.BO,SETUBANDHAN INFRASTRUCTURE LIM
SEVENHILL.BO,Seven Hill Industries Limited
SEYAIND.BO,Seya Industries Limited
SEZAL.BO,Sejal Glass Limited
SFL.BO,Sheela Foam Limited
SFPIL.BO,SQUARE FOUR PROJECTS INDIA LIM
SGIL.BO,Synergy Green Industries Limit
SGL.BO,STL Global Limited
SGNTE.BO,SGN Telecoms Limited
SGRL.BO,Shree Ganesh Remedies Limited
SHAHALLOYS.BO,Shah Alloys Limited
SHAHFOOD.BO,Shah Foods Limited
SHAHISHIP.BO,Shahi Shipping Limited
SHAHLON.BO,Shahlon Silk Industries Limite
SHAILJA.BO,Shailja Commercial Trade Frenz
SHAILY.BO,Shaily Engineering Plastics Limited
SHAKTIPUMP.BO,Shakti Pumps (India) Limited
SHALBY.BO,Shalby Limited
SHALIWIR.BO,Shalimar Wires Industries Limited
SHALPAINTS.BO,Shalimar Paints Limited
SHALPRO.BO,Shalimar Productions Limited
SHANGAR.BO,Shangar Decor Limited
SHANKARA.BO,Shankara Building Products Limited
SHANTAI.BO,Shantai Industries Limited
SHANTIGEAR.BO,Shanthi Gears Limited
SHAQUAK.BO,52 Weeks Entertainment Limited
SHARDA.BO,Sharda Motor Industries Limited
SHARDACROP.BO,Sharda Cropchem Limited
SHARDUL.BO,Shardul Securities Limited
SHARIABEES.BO,Nippon India ETF Shariah BeES
SHARIKA.BO,Sharika Enterprises Limited
SHARP.BO,Sharp India Limited
SHARPINV.BO,Sharp Investments Limited
SHASHIJIT.BO,Shashijit Infraprojects Limited
SHAWGELTIN.BO,Narmada Gelatines Limited
SHBAJRG.BO,Shri Bajrang Alliance Limited
SHBCLQ.BO,Shivalik Bimetal Controls Limited
SHEETAL.BO,Sheetal Diamonds Limited
