Scrip Name,ISIN No,ISIN Reinvestment,Instrument Type
BANDHAN Corporate Bond Fund - Direct Half Yearly IDCW,INF194KA1T00,INF194KA1T18,Mutual Fund
BANDHAN Corporate Bond Fund - Direct Monthly IDCW,INF194KA1S43,INF194KA1S50,Mutual Fund
BANDHAN Corporate Bond Fund - Direct Periodic IDCW,INF194KA1M31,INF194KA1M49,Mutual Fund
BANDHAN Corporate Bond Fund - Direct Quarterly IDCW,INF194KA1S76,INF194KA1S84,Mutual Fund
BANDHAN Corporate Bond Fund - Regular Annual IDCW,INF194KA1S19,INF194KA1S27,Mutual Fund
BANDHAN Corporate Bond Fund - Regular Growth,INF194KA1L81,,Mutual Fund
BANDHAN Corporate Bond Fund - Regular Half Yearly IDCW,INF194KA1R85,INF194KA1R93,Mutual Fund
BANDHAN Corporate Bond Fund - Regular Monthly IDCW,INF194KA1R28,INF194KA1R36,Mutual Fund
BANDHAN Corporate Bond Fund - Regular Periodic IDCW,INF194KA1L99,INF194KA1M07,Mutual Fund
BANDHAN Corporate Bond Fund - Regular Quarterly IDCW,INF194KA1R51,INF194KA1R69,Mutual Fund
Baroda BNP Paribas Mutual Fund,,,Mutual Fund
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Annual-IDCW Option,INF251K01EN4,INF251K01EO2,Mutual Fund
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option,INF251K01EI4,,Mutual Fund
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly-IDCW Option,INF251K01EJ2,INF251K01EK0,Mutual Fund
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly-IDCW Option,INF251K01EL8,INF251K01EM6,Mutual Fund
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option,INF251K01GU4,INF251K01GV2,Mutual Fund
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option,INF251K01GP4,,Mutual Fund
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option,INF251K01GQ2,INF251K01GR0,Mutual Fund
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option,INF251K01GS8,INF251K01GT6,Mutual Fund
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION,INF251K01EU9,INF251K01EV7,Mutual Fund
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION,INF251K01EP9,,Mutual Fund
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION,INF251K01EQ7,INF251K01ER5,Mutual Fund
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION,INF251K01ES3,INF251K01ET1,Mutual Fund
Canara Robeco Mutual Fund,,,Mutual Fund
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION,INF760K01HB2,,Mutual Fund
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),INF760K01HC0,INF760K01HD8,Mutual Fund
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION,INF760K01GY6,,Mutual Fund
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),INF760K01GZ3,INF760K01HA4,Mutual Fund
DSP Mutual Fund,,,Mutual Fund
DSP Corporate Bond Fund - Direct - Growth,INF740KA1KE8,,Mutual Fund
DSP Corporate Bond Fund - Direct - IDCW,INF740KA1KF5,INF740KA1KG3,Mutual Fund
DSP Corporate Bond Fund - Direct - IDCW - Monthly,INF740KA1KH1,INF740KA1KI9,Mutual Fund
DSP Corporate Bond Fund - Direct - IDCW - Quarterly,INF740KA1KJ7,INF740KA1KK5,Mutual Fund
DSP Corporate Bond Fund - Regular - Growth,INF740KA1JX0,,Mutual Fund
DSP Corporate Bond Fund - Regular - IDCW,INF740KA1JY8,INF740KA1JZ5,Mutual Fund
DSP Corporate Bond Fund - Regular - IDCW - Monthly,INF740KA1KA6,INF740KA1KB4,Mutual Fund
DSP Corporate Bond Fund - Regular - IDCW - Quarterly,INF740KA1KC2,INF740KA1KD0,Mutual Fund
Franklin Templeton Mutual Fund,,,Mutual Fund
Franklin India Corporate Debt Fund - Direct - Bonus,INF090I01KC0,,Mutual Fund
Franklin India Corporate Debt Fund - Direct - GROWTH,INF090I01FW8,,Mutual Fund
Franklin India Corporate Debt Fund - Growth,INF090I01DG6,,Mutual Fund
Franklin India Corporate Debt Fund - Monthly Bonus,INF090I01DC5,,Mutual Fund
Franklin India Corporate Debt Fund - Plan A - Annual - IDCW,INF090I01DH4,INF090I01DI2,Mutual Fund
Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW,INF090I01FX6,INF090I01FY4,Mutual Fund
Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW,INF090I01FU2,INF090I01FV0,Mutual Fund
Franklin India Corporate Debt Fund - Plan A - Direct - Monthly - IDCW,INF090I01FQ0,INF090I01FR8,Mutual Fund
Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly - IDCW,INF090I01FS6,INF090I01FT4,Mutual Fund
Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW,INF090I01DN2,INF090I01DO0,Mutual Fund
Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW,INF090I01DJ0,INF090I01DK8,Mutual Fund
Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW,INF090I01DL6,INF090I01DM4,Mutual Fund
HDFC Mutual Fund,,,Mutual Fund
HDFC Corporate Bond Fund - Growth Option,INF179K01DC2,,Mutual Fund
HDFC Corporate Bond Fund - Growth Option - Direct Plan,INF179K01XD8,,Mutual Fund
HDFC Corporate Bond Fund - IDCW Option,INF179KA1D33,INF179KA1D25,Mutual Fund
HDFC Corporate Bond Fund - IDCW Option - Direct Plan,INF179KA1D17,,Mutual Fund
HDFC Corporate Bond Fund - Quarterly IDCW Option,INF179K01DD0,INF179K01DE8,Mutual Fund
HDFC Corporate Bond Fund - Quarterly IDCW Option - Direct Plan,INF179K01XB2,INF179K01XC0,Mutual Fund
HSBC Mutual Fund,,,Mutual Fund
HSBC Corporate Bond Fund - Direct Annual IDCW,INF917K01VZ8,INF917K01VY1,Mutual Fund
HSBC Corporate Bond Fund - Direct Growth,INF917K01HN3,,Mutual Fund
HSBC Corporate Bond Fund - Direct Quarterly IDCW,INF917K01HP8,INF917K01HO1,Mutual Fund
HSBC Corporate Bond Fund - Direct Semi Annual IDCW,INF917K01HR4,INF917K01HQ6,Mutual Fund
HSBC Corporate Bond Fund - Regular Annual IDCW,INF917K01WB7,INF917K01WA9,Mutual Fund
HSBC Corporate Bond Fund - Regular Growth,INF917K01AH0,,Mutual Fund
HSBC Corporate Bond Fund - Regular Quarterly IDCW,INF917K01AF4,INF917K01AG2,Mutual Fund
HSBC Corporate Bond Fund - Regular Semi Annual IDCW,INF917K01AI8,INF917K01AJ6,Mutual Fund
HSBC Corporate Bond Fund -Regular Plan - Bonus,INF917K01AK4,,Mutual Fund
ICICI Prudential Mutual Fund,,,Mutual Fund
ICICI Prudential Corporate Bond Fund - Bonus,INF109KA1I84,,Mutual Fund
ICICI Prudential Corporate Bond Fund - Daily IDCW,INF109K01CR9,,Mutual Fund
ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW,INF109K013B8,,Mutual Fund
ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW,INF109K014B6,INF109K015B3,Mutual Fund
ICICI Prudential Corporate Bond Fund - Direct Plan - Growth,INF109K016B1,,Mutual Fund
ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option,INF109KA1N38,INF109KA1N20,Mutual Fund
ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW,INF109K017B9,INF109K018B7,Mutual Fund
ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW,INF109K019B5,INF109K012C8,Mutual Fund
ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW,INF109K010C2,INF109K011C0,Mutual Fund
ICICI Prudential Corporate Bond Fund - Fortnightly IDCW,INF109K01SJ2,INF109K01CS7,Mutual Fund
ICICI Prudential Corporate Bond Fund - Growth,INF109K01CQ1,,Mutual Fund
ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option,INF109KA1N12,INF109KA1N04,Mutual Fund
ICICI Prudential Corporate Bond Fund - Monthly IDCW,INF109K01SK0,INF109K01CT5,Mutual Fund
ICICI Prudential Corporate Bond Fund - Premium Daily Dividend,INF109K01CL2,,Mutual Fund
ICICI Prudential Corporate Bond Fund - Premium Monthly Dividend,INF109K01CO6,,Mutual Fund
ICICI Prudential Corporate Bond Fund - Weekly IDCW,INF109K01SL8,INF109K01SM6,Mutual Fund
ICICI Prudential Corporate Bond Fund -Quarterly IDCW,INF109K01SN4,INF109K01SO2,Mutual Fund
ICICI Prudential Corporate Bond Fund Retail Daily Dividend,INF109K01CF4,,Mutual Fund
ICICI Prudential Corporate Bond Fund Retail Fort Nightly Dividend,INF109K01SF0,INF109K01CH0,Mutual Fund
ICICI Prudential Corporate Bond Fund Retail Growth,INF109K01CE7,,Mutual Fund
ICICI Prudential Corporate Bond Fund Retail Monthly Dividend,INF109K01QM0,INF109K01CI8,Mutual Fund
ICICI Prudential Corporate Bond Fund Retail Quarterly Dividend,INF109K01FQ4,INF109K01CJ6,Mutual Fund
ICICI Prudential Corporate Bond Fund Retail Weekly Dividend,INF109K01SE3,INF109K01CG2,Mutual Fund
Invesco Mutual Fund,,,Mutual Fund
Invesco India Corporate Bond Fund - Annual IDCW (Payout / Reinvestment),INF205K01QX3,INF205K01QY1,Mutual Fund
Invesco India Corporate Bond Fund - Direct Plan - Annual IDCW (Payout / Reinvestment),INF205K01RA9,INF205K01RB7,Mutual Fund
Invesco India Corporate Bond Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),INF205K01RD3,INF205K01RE1,Mutual Fund
Invesco India Corporate Bond Fund - Direct Plan - Growth,INF205K01RF8,,Mutual Fund
Invesco India Corporate Bond Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),INF205K01RG6,INF205K01RH4,Mutual Fund
Invesco India Corporate Bond Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment),INF205K01RI2,INF205K01RJ0,Mutual Fund
Invesco India Corporate Bond Fund - Discretionary IDCW (Payout / Reinvestment),INF205K01RK8,INF205K01RL6,Mutual Fund
Invesco India Corporate Bond Fund - Growth,INF205K01RM4,,Mutual Fund
Invesco India Corporate Bond Fund - Monthly IDCW (Payout / Reinvestment),INF205K01RN2,INF205K01RO0,Mutual Fund
Invesco India Corporate Bond Fund - Quarterly IDCW (Payout / Reinvestment),INF205K01RP7,INF205K01RQ5,Mutual Fund
Kotak Mahindra Mutual Fund,,,Mutual Fund
Kotak Coporate Bond Fund- Retail Plan-Growth Option,,,Mutual Fund
Kotak Corporate Bond Fund- Direct Plan- Growth Option,INF178L01BY0,,Mutual Fund
Kotak Corporate Bond Fund- Direct Plan- Monthly Payout of Income Distribution cum capital withdrawal option,INF178L01BZ7,,Mutual Fund
Kotak Corporate Bond Fund- Institutional Plan-Growth Option,INF178L01921,,Mutual Fund
Kotak Corporate Bond Fund- Regular Plan-Growth Option,INF178L01BO1,,Mutual Fund
Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option,INF178L01BQ6,INF178L01BP8,Mutual Fund
Kotak Corporate Bond Fund- Regular Plan-Quarterly Dividend Option,INF178L01BR4,,Mutual Fund
Kotak Corporate Bond Fund- Retail Plan- Monthly Dividend Option,INF178L01855,,Mutual Fund
Kotak Corporate Bond Fund- Retail Plan- Weekly Dividend Option,INF178L01897,,Mutual Fund
Kotak Corporate Bond Fund- Retail Plan-Daily Dividend Option,,,Mutual Fund
Kotak Corporate Bond Fund- Standard Plan-Daily Dividend Option,INF178L01BU8,,Mutual Fund
Kotak Corporate Bond Fund- Standard Plan-Weekly Dividend Option,,INF178L01BT0,Mutual Fund
Mirae Asset Mutual Fund,,,Mutual Fund
Mirae Asset Corporate Bond Fund Direct Growth Plan,INF769K01HD9,,Mutual Fund
Mirae Asset Corporate Bond Fund Direct IDCW,INF769K01HC1,INF769K01HE7,Mutual Fund
Mirae Asset Corporate Bond Fund Regular Growth,INF769K01HA5,,Mutual Fund
Mirae Asset Corporate Bond Fund Regular IDCW,INF769K01GZ4,INF769K01HB3,Mutual Fund
Nippon India Mutual Fund,,,Mutual Fund
NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option,,INF204K01EG7,Mutual Fund
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option,,INF204K01C23,Mutual Fund
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option,INF204KA1EO9,INF204KA1EP6,Mutual Fund
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option,INF204K01C56,INF204K01C64,Mutual Fund
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option,INF204K01C72,INF204K01C80,Mutual Fund
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option,INF204K01C31,INF204K01C49,Mutual Fund
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus,INF204K01D63,,Mutual Fund
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option,INF204K01C15,,Mutual Fund
Nippon India Corporate Bond Fund - Growth Plan - Bonus Option,INF204KA12N8,,Mutual Fund
Nippon India Corporate Bond Fund - Growth Plan - Growth Option,INF204K01EF9,,Mutual Fund
NIPPON INDIA CORPORATE BOND FUND - IDCW Option,INF204KA1EM3,INF204KA1EN1,Mutual Fund
NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option,INF204K01EJ1,INF204K01EK9,Mutual Fund
NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option,INF204K01EL7,INF204K01EM5,Mutual Fund
NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option,INF204K01EH5,INF204K01EI3,Mutual Fund
PGIM India Mutual Fund,,,Mutual Fund
PGIM India Corporate Bond Fund - Annual Dividend,INF223J01CY6,INF223J01CZ3,Mutual Fund
PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend,INF223J01OM6,,Mutual Fund
PGIM India Corporate Bond Fund - Direct Plan - Growth,INF223J01OO2,,Mutual Fund
PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend,INF223J01OP9,,Mutual Fund
PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend,INF223J01OR5,INF223J01OS3,Mutual Fund
PGIM India Corporate Bond Fund - Growth,INF223J01DB2,,Mutual Fund
PGIM India Corporate Bond Fund - Monthly Dividend,INF223J01DC0,INF223J01DD8,Mutual Fund
PGIM India Corporate Bond Fund - Premium Plus Plan - Growth,INF223J01CQ2,,Mutual Fund
PGIM India Corporate Bond Fund - Quarterly Dividend,INF223J01DE6,INF223J01DF3,Mutual Fund
PGIM India Premier Bond Fund - Annual Bonus,INF223J01WZ1,,Mutual Fund
PGIM India Premier Bond Fund - Bonus,INF223J01DA4,,Mutual Fund
PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus,INF223J01WG1,,Mutual Fund
PGIM India Premier Bond Fund - Half-Yearly Bonus,INF223J01WF3,,Mutual Fund
SBI Mutual Fund,,,Mutual Fund
SBI Corporate Bond Fund - Direct Plan - Growth,INF200KA1YR4,,Mutual Fund
SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1YS2,INF200KA1YT0,Mutual Fund
SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1YU8,INF200KA1YV6,Mutual Fund
SBI Corporate Bond Fund - Regular Plan - Growth,INF200KA1YM5,,Mutual Fund
SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1YN3,INF200KA1YO1,Mutual Fund
SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1YP8,INF200KA1YQ6,Mutual Fund
Sundaram Mutual Fund,,,Mutual Fund
Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,INF903J01PD9,Mutual Fund
Sundaram Corporate Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),INF903J01OX0,INF903J01OZ5,Mutual Fund
Sundaram Corporate Bond Fund Direct Plan - Growth,INF903J01NR4,,Mutual Fund
Sundaram Corporate Bond Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),INF903J01OW2,INF903J01OY8,Mutual Fund
Sundaram Corporate Bond Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),INF903J01NS2,INF903J01NT0,Mutual Fund
Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),INF903J01NU8,INF903J01NV6,Mutual Fund
Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),INF903J01IA0,INF903J01IE2,Mutual Fund
Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),INF903J01HZ9,INF903J01ID4,Mutual Fund
Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),INF903J01HX4,INF903J01IB8,Mutual Fund
Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),INF903J01HY2,INF903J01IC6,Mutual Fund
Sundaram Corporate Bond Fund Regular Plan- Growth,INF903J01HW6,,Mutual Fund
Tata Mutual Fund,,,Mutual Fund
Tata Corporate Bond Fund-Direct Plan-Growth,INF277KA1224,,Mutual Fund
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout,INF277KA1240,,Mutual Fund
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment,,INF277KA1273,Mutual Fund
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout,INF277KA1232,,Mutual Fund
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment,,INF277KA1265,Mutual Fund
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout,INF277KA1257,,Mutual Fund
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment,,INF277KA1281,Mutual Fund
Tata Corporate Bond Fund-Regular Plan-Growth,INF277KA1299,,Mutual Fund
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout,INF277KA1315,,Mutual Fund
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment,,INF277KA1349,Mutual Fund
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout,INF277KA1307,,Mutual Fund
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment,,INF277KA1331,Mutual Fund
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout,INF277KA1323,,Mutual Fund
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment,,INF277KA1356,Mutual Fund
Trust Mutual Fund,,,Mutual Fund
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH,INF0GCD01560,,Mutual Fund
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-MONTHLY IDCW,INF0GCD01586,INF0GCD01578,Mutual Fund
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-GROWTH,INF0GCD01537,,Mutual Fund
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-MONTHLY IDCW,INF0GCD01552,INF0GCD01545,Mutual Fund
Union Mutual Fund,,,Mutual Fund
Union Corporate Bond Fund - Direct Plan - Growth Option,INF582M01DU5,,Mutual Fund
Union Corporate Bond Fund - Direct Plan - IDCW Option,INF582M01DW1,INF582M01DV3,Mutual Fund
Union Corporate Bond Fund - Regular Plan - Growth Option,INF582M01DY7,,Mutual Fund
Union Corporate Bond Fund - Regular Plan - IDCW Option,INF582M01EA5,INF582M01DZ4,Mutual Fund
UTI Mutual Fund,,,Mutual Fund
UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option,INF789F1AOW2,,Mutual Fund
UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option,INF789F1APF4,,Mutual Fund
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Annual IDCW,INF789F1APK4,INF789F1APL2,Mutual Fund
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW,INF789F1APM0,INF789F1APN8,Mutual Fund
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Half-Yearly IDCW,INF789F1API8,INF789F1APJ6,Mutual Fund
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Quarterly IDCW,INF789F1APG2,INF789F1APH0,Mutual Fund
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Annual IDCW,INF789F1APB3,INF789F1APC1,Mutual Fund
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW,INF789F1APD9,INF789F1APE7,Mutual Fund
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Half-Yearly IDCW,INF789F1AOZ5,INF789F1APA5,Mutual Fund
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Quarterly IDCW,INF789F1AOX0,INF789F1AOY8,Mutual Fund
UTI Corporate Bond Fund - Direct Plan - Annual IDCW,INF789F1A587,INF789F1A595,Mutual Fund
UTI Corporate Bond Fund - Direct Plan - Flexi IDCW,INF789F1A603,INF789F1A611,Mutual Fund
UTI Corporate Bond Fund - Direct Plan - Growth Option,INF789F1A538,,Mutual Fund
UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW,INF789F1A561,INF789F1A579,Mutual Fund
UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW,INF789F1A546,INF789F1A553,Mutual Fund
UTI Corporate Bond Fund - Regular Plan - Annual IDCW,INF789F1A496,INF789F1A504,Mutual Fund
UTI Corporate Bond Fund - Regular Plan - Flexi IDCW,INF789F1A512,INF789F1A520,Mutual Fund
UTI Corporate Bond Fund - Regular Plan - Growth Option,INF789F1A447,,Mutual Fund
UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,INF789F1A470,INF789F1A488,Mutual Fund
UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,INF789F1A454,INF789F1A462,Mutual Fund
Open Ended Schemes (Debt Scheme - Credit Risk Fund),,,Mutual Fund
Aditya Birla Sun Life Mutual Fund,,,Mutual Fund
Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW,INF209KA1K96,INF209KA1L04,Mutual Fund
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus,INF209KA1L12,,Mutual Fund
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth,INF209KA1K88,,Mutual Fund
Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW,INF209KA1K54,INF209KA1K62,Mutual Fund
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus,INF209KA1K70,,Mutual Fund
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth,INF209KA1K47,,Mutual Fund
Axis Mutual Fund,,,Mutual Fund
Axis Credit Risk Fund - Direct Plan - Growth,INF846K01PJ5,,Mutual Fund
Axis Credit Risk Fund - Direct Plan - Monthly IDCW,INF846K01PM9,INF846K01PN7,Mutual Fund
Axis Credit Risk Fund - Direct Plan - Weekly IDCW,INF846K01PK3,INF846K01PL1,Mutual Fund
Axis Credit Risk Fund - Regular Plan - Growth,INF846K01PO5,,Mutual Fund
Axis Credit Risk Fund - Regular Plan - Monthly IDCW,INF846K01PR8,INF846K01PS6,Mutual Fund
Axis Credit Risk Fund - Regular Plan - Weekly IDCW,INF846K01PP2,INF846K01PQ0,Mutual Fund
Bandhan Mutual Fund,,,Mutual Fund
BANDHAN CREDIT RISK FUND - DIRECT PLAN HALF YEARLY IDCW,INF194KA1X04,INF194KA1X12,Mutual Fund
BANDHAN Credit Risk Fund - Regular Plan Annual IDCW,INF194KA1W05,INF194KA1W13,Mutual Fund
BANDHAN Credit Risk Fund - Regular Plan Growth,INF194KA1W39,,Mutual Fund
BANDHAN Credit Risk Fund - Regular Plan Half Yearly IDCW,INF194KA1V71,INF194KA1V89,Mutual Fund
BANDHAN Credit Risk Fund - Regular Plan Periodic IDCW,INF194KA1V14,INF194KA1V22,Mutual Fund
BANDHAN Credit Risk Fund - Regular Plan Quarterly IDCW,INF194KA1V48,INF194KA1V55,Mutual Fund
BANDHAN Credit Risk Fund-Direct Plan-Annual IDCW,INF194KA1X38,INF194KA1X46,Mutual Fund
BANDHAN Credit Risk Fund-Direct Plan-Growth,INF194KA1X61,,Mutual Fund
BANDHAN Credit Risk Fund-Direct Plan-Periodic IDCW,INF194KA1W47,INF194KA1W54,Mutual Fund
BANDHAN Credit Risk Fund-Direct Plan-Quarterly IDCW,INF194KA1W70,INF194KA1W88,Mutual Fund
Bank of India Mutual Fund,,,Mutual Fund
BANK OF INDIA Credit RiskFund - Direct Plan,INF761K01DG8,,Mutual Fund
BANK OF INDIA Credit Risk Fund - Regular Plan,INF761K01DH6,,Mutual Fund
Baroda BNP Paribas Mutual Fund,,,Mutual Fund
Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW,INF955L01FZ9,,Mutual Fund
Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW,INF955L01GA0,,Mutual Fund
Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option,INF955L01FR6,,Mutual Fund
